id_annonce,type_surface,disponibilite,ville,quartier,departement,region,typologie,residence,surface_m2,salles_de_bain,balcons,dpe,prix_eur,prix_m2_eur
V12777,Surface habitable,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,,67.6,2.0,0.0,B,861000.0,12737.0
V03849,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Centre-Ville,91,Ile-de-France,Maison 4 pieces,Cour Latitude,108.9,2.0,0.0,D,259000.0,2378.0
V00320,Surface au sol,Libre immediatement,Nanterre,Parc Sud,92,Ile-de-France,Maison 4 pieces,Residence Bellevue,86.9,2.0,1.0,D,416000.0,4787.0
V14878,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T2,Le Hameau Concorde,42.9,1.0,1.0,E,84000.0,1958.0
V09408,Surface Carrez,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,T4,Villa du Parc,74,1.0,2.0,E,236000.0,3189.0
V12809,Surface Carrez,Libre immediatement,Levallois-Perret,Front de Seine,92,Ile-de-France,T4,Le Parc d'Argent,88.6,3.0,2.0,E,878000.0,9910.0
V13632,Surface Carrez,Libre immediatement,Vincennes,Republique,94,Ile-de-France,T3,Le Parc Opale,66.8,2.0,1.0,D,466000.0,6976.0
V13035,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,,100.9,1.0,0.0,F,774000.0,7671.0
V07921,Surface Carrez,mars-2028,Trappes,Plaine de Neauphle,78,Ile-de-France,T3,Esprit des Lilas,61.6,2.0,1.0,A,179000.0,2906.0
V07655,Surface habitable,Libre immediatement,Paris,La Muette,75,Ile-de-France,T3,,84.2,2.0,,B,806000.0,9572.0
V06133,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T4,,81.6,2.0,1.0,G,244000.0,2990.0
V06431,Surface habitable,Libre immediatement,Paris,Buttes-Chaumont,75,Ile-de-France,T4,Le Hameau Belvedere,81.1,3.0,1.0,E,546000.0,6732.0
V03725,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,Le Parc Bellevue,61,2.0,1.0,F,474000.0,7770.0
V14600,Surface Carrez,aout-2027,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T3,Le Hameau d'Argent,70.8,2.0,0.0,B,290000.0,4096.0
V09382,Surface Carrez,Libre immediatement,Bobigny,Abreuvoir,93,Ile-de-France,T4,,80.5,1.0,1.0,C,198000.0,2460.0
V00105,Surface Carrez,Libre immediatement,Versailles,Saint-Louis,78,Ile-de-France,T3,,66,1.0,0.0,C,447000.0,6773.0
V10382,Surface au sol,mars-2026,Cergy,Axe Majeur,95,Ile-de-France,Maison 4 pieces,Le Domaine des Lilas,78.1,2.0,1.0,C,183000.0,2343.0
V12983,Surface habitable,Libre immediatement,Ivry-sur-Seine,Petit-Ivry,94,Ile-de-France,T2,Les Allees Bellevue,40.5,1.0,2.0,D,159000.0,3926.0
V07914,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,Cour Beausejour,81.4,2.0,2.0,E,747000.0,9177.0
V11131,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T3,Les Allees Riviera,75.2,1.0,0.0,D,130000.0,1729.0
V14489,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T3,Le Domaine Bellevue,106.9,2.0,0.0,C,1166000.0,10907.0
V14893,Surface Carrez,janv-2028,Montreuil,Mairie,93,Ile-de-France,T2,Carre Verte,42.2,1.0,1.0,A,252000.0,5972.0
V13068,Surface Carrez,Libre immediatement,Levallois-Perret,Centre,92,Ile-de-France,T5,Le Clos Verte,99.5,1.0,1.0,B,851000.0,8553.0
V05660,Surface habitable,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T3,Le Clos Cristal,85,2.0,0.0,C,872000.0,10259.0
V02301,Surface Carrez,Libre immediatement,Versailles,Saint-Louis,78,Ile-de-France,T3,,65.6,2.0,0.0,C,466000.0,7104.0
V01783,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T4,,99.9,2.0,0.0,C,247000.0,2472.0
V13100,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Centre-Ville,94,Ile-de-France,T3,,55.9,1.0,0.0,D,328000.0,5868.0
V14185,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T2,,32.1,1.0,,G,166000.0,5171.0
V00006,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Gassicourt,78,Ile-de-France,T5,Les Terrasses Symphonie,128.7,3.0,1.0,F,292000.0,2269.0
V02655,Surface Carrez,Libre immediatement,Vitry-sur-Seine,Ardoines,94,Ile-de-France,T4,,102.7,3.0,1.0,D,393000.0,3827.0
V04543,Surface habitable,Libre immediatement,Paris,Belleville,75,Ile-de-France,T4,Villa Belvedere,69.4,2.0,1.0,D,502000.0,7233.0
V06640,Surface Carrez,janv-2028,Vincennes,Republique,94,Ile-de-France,T4,Le Hameau Verte,108,3.0,2.0,A,875000.0,8102.0
V09935,Surface Carrez,mars-2028,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T4,Les Allees du Parc,61.9,2.0,0.0,C,530000.0,8562.0
V10986,Surface Carrez,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T4,Le Domaine Latitude,92,3.0,2.0,D,271000.0,2946.0
V12196,Surface utile,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,,53.5,1.0,1.0,E,450000.0,8411.0
V09216,Surface Carrez,Libre immediatement,Montreuil,Bas-Montreuil,93,Ile-de-France,T4,Le Hameau du Parc,106.1,3.0,1.0,D,461000.0,4345.0
V08785,Surface Carrez,oct-2027,Paris,Le Marais,75,Ile-de-France,T3,Les Allees Cristal,56.2,2.0,1.0,C,818000.0,14555.0
V00822,Surface Carrez,Libre immediatement,Meaux,Colbert,77,Ile-de-France,T2,Le Domaine Latitude,55,1.0,2.0,G,116000.0,2109.0
V12279,Surface Carrez,mars-2028,Boulogne-Billancourt,Point du Jour,92,Ile-de-France,T5,Les Terrasses du Parc,101,3.0,0.0,A,973000.0,9634.0
V00390,Surface habitable,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,,52.5,1.0,2.0,E,403000.0,7676.0
V08732,Surface habitable,janv-2029,Massy,Villaine,91,Ile-de-France,T3,Le Hameau Horizon,74.1,2.0,0.0,A,253000.0,3414.0
V00842,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T6,Carre Symphonie,185,3.0,,B,1301000.0,7032.0
V05917,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T4,Residence d'Argent,95.3,3.0,1.0,B,1231000.0,12917.0
V08479,Surface habitable,Libre immediatement,Mantes-la-Jolie,Gassicourt,78,Ile-de-France,Maison 4 pieces,Le Domaine Voltaire,107.1,1.0,1.0,E,229000.0,2138.0
V05846,Surface habitable,Libre immediatement,Montreuil,Bel-Air,93,Ile-de-France,T3,,72.2,2.0,,D,218000.0,3019.0
V13666,Surface Carrez,Libre immediatement,Argenteuil,Coteaux,95,Ile-de-France,Maison 6 pieces,Le Parc Horizon,116.6,3.0,1.0,A,371000.0,3182.0
V10557,Surface utile,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,,50.7,2.0,1.0,D,626000.0,12347.0
V09342,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,,69.7,2.0,0.0,B,720000.0,10330.0
V13059,Surface Carrez,Libre immediatement,Montreuil,Ruffins,93,Ile-de-France,T3,Les Allees des Acacias,54.8,1.0,0.0,E,202000.0,3686.0
V13840,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Val Fourre,78,Ile-de-France,T2,Le Domaine Beausejour,53,1.0,0.0,C,97000.0,1830.0
V06428,Surface Carrez,Libre immediatement,Aubervilliers,Landy,93,Ile-de-France,T3,,68.1,1.0,1.0,C,246000.0,3612.0
V12967,Surface habitable,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,Les Jardins d'Argent,45.4,1.0,1.0,E,408000.0,8987.0
V06423,Surface habitable,Libre immediatement,Evry-Courcouronnes,Centre-Ville,91,Ile-de-France,T3,Carre des Lilas,66.6,1.0,1.0,B,185000.0,2778.0
V06292,Surface Carrez,nov-2027,Cergy,Axe Majeur,95,Ile-de-France,T4,Les Jardins Riviera,102.5,2.0,0.0,A,302000.0,2946.0
V07494,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,Maison 4 pieces,Cour Riviera,78.1,3.0,0.0,D,152000.0,1946.0
V08717,Surface Carrez,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,T4,,86.3,2.0,0.0,D,246000.0,2851.0
V13804,Surface Carrez,fevr-2027,Paris,Batignolles,75,Ile-de-France,T2,Le Domaine Belvedere,40.1,1.0,0.0,A,484000.0,12070.0
V13814,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T3,,80.1,2.0,0.0,D,737000.0,9201.0
V04403,Surface Carrez,avr-2027,Saint-Denis,La Plaine,93,Ile-de-France,T2,Le Parc des Lilas,44.2,1.0,0.0,A,200000.0,4525.0
V06058,Surface Carrez,Libre immediatement,Issy-les-Moulineaux,Val de Seine,92,Ile-de-France,T2,Le Parc Symphonie,46.1,1.0,2.0,C,366000.0,7939.0
V09572,Surface Carrez,Libre immediatement,Meaux,Beauval,77,Ile-de-France,T3,,53.5,1.0,1.0,A,111000.0,2075.0
V05062,Surface habitable,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,T1,Le Parc Montaigne,38,1.0,0.0,D,229000.0,6026.0
V12252,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T4,,77.3,3.0,1.0,D,733000.0,9483.0
V01986,Surface habitable,Libre immediatement,Massy,Atlantis,91,Ile-de-France,T1,,28.5,1.0,1.0,E,102000.0,3579.0
V01584,Surface Carrez,mai-2028,Saint-Denis,Grand Centre,93,Ile-de-France,T4,Cour Bellevue,75.8,3.0,1.0,B,259000.0,3417.0
V14881,Surface Carrez,juil-2027,Paris,Buttes-Chaumont,75,Ile-de-France,T4,Carre d'Argent,84.1,1.0,1.0,A,796000.0,9465.0
V12456,Surface habitable,Libre immediatement,Bobigny,Etoile,93,Ile-de-France,T3,Villa Belvedere,62.5,2.0,1.0,E,186000.0,2976.0
V03208,Surface Carrez,avr-2027,Vitry-sur-Seine,Port-a-l'Anglais,94,Ile-de-France,T2,Esprit des Acacias,41.9,1.0,0.0,B,218000.0,5203.0
V11340,Surface Carrez,avr-2027,Paris,Buttes-Chaumont,75,Ile-de-France,T3,Villa Latitude,77.5,1.0,0.0,B,542000.0,6994.0
V09607,Surface Carrez,Libre immediatement,Nanterre,Centre,92,Ile-de-France,T4,Les Jardins Concorde,83.6,2.0,0.0,D,565000.0,6758.0
V13342,Surface habitable,Libre immediatement,Aubervilliers,Centre,93,Ile-de-France,T5,,106.4,1.0,1.0,F,323000.0,3036.0
V00494,Surface Carrez,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,T5,,112.1,3.0,0.0,B,464000.0,4139.0
V04698,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T5,Cour Symphonie,101.4,2.0,1.0,C,1083000.0,10680.0
V03417,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,Maison 4 pieces,Carre Voltaire,88.8,3.0,1.0,E,577000.0,6498.0
V11777,Surface Carrez,Libre immediatement,Nanterre,Petit-Nanterre,92,Ile-de-France,T6,,125.4,3.0,0.0,C,572000.0,4561.0
V01416,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T3,,48.2,2.0,1.0,D,166000.0,3444.0
V00536,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T1,,241 pi2,1.0,1.0,D,48000.0,
V03111,Surface Carrez,nov-2028,Argenteuil,Val d'Argent,95,Ile-de-France,T4,Les Allees des Lilas,84.3,3.0,3.0,A,299000.0,3547.0
V08985,Surface Carrez,Libre immediatement,Cergy,Cergy-Saint-Christophe,95,Ile-de-France,T3,,74.8,2.0,2.0,C,174000.0,2326.0
V05388,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T3,,67.7,2.0,1.0,A,582000.0,8597.0
V07013,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T3,Les Terrasses Concorde,64.5,1.0,0.0,A,595000.0,9225.0
V06320,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T6,,111.8,3.0,0.0,G,958000.0,8569.0
V01447,Surface habitable,Libre immediatement,Paris,La Muette,75,Ile-de-France,T4,Cour Latitude,81.9,1.0,,D,1029000.0,12564.0
V09691,Surface Carrez,nov-2027,Paris,Batignolles,75,Ile-de-France,T4,Residence Symphonie,77.4,3.0,2.0,B,825000.0,10659.0
V03401,Surface Carrez,Libre immediatement,Montreuil,Mairie,93,Ile-de-France,T3,,92.9,2.0,0.0,G,325000.0,3498.0
V03357,Surface Carrez,fevr-2027,Massy,Opera,91,Ile-de-France,T4,Villa Beausejour,"63,9",1.0,1.0,C,263000.0,4116.0
V14690,Surface au sol,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,Maison 4 pieces,Esprit Beausejour,89.4,2.0,2.0,G,170000.0,1902.0
V05595,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T2,Residence Latitude,39,1.0,1.0,A,141000.0,3615.0
V08862,Surface habitable,juil-2026,Ivry-sur-Seine,Ivry-Port,94,Ile-de-France,T2,Le Clos Symphonie,43.1,1.0,2.0,B,289000.0,6705.0
V06238,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T2,,42.1,1.0,1.0,D,201000.0,4774.0
V10378,Surface habitable,Libre immediatement,Creteil,Centre Ancien,94,Ile-de-France,T4,,69.8,3.0,,D,320000.0,4585.0
V04817,Surface Carrez,Libre immediatement,Creteil,Echat,94,Ile-de-France,T4,,73.1,3.0,0.0,A,359000.0,4911.0
V05284,Surface habitable,Libre immediatement,Saint-Denis,Pleyel,93,Ile-de-France,T2,Carre Saint-Martin,37,1.0,,G,109000.0,2946.0
V10708,Surface Carrez,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T1,,32.7,1.0,0.0,D,86000.0,2630.0
V08916,Surface Carrez,nov-2028,Paris,Gobelins,75,Ile-de-France,T2,Les Jardins Montaigne,46.2,1.0,1.0,A,450000.0,9740.0
V03278,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T4,,96.3,3.0,0.0,E,1094000.0,11360.0
V14287,Surface utile,Libre immediatement,Vitry-sur-Seine,Moulin-Vert,94,Ile-de-France,T6,Le Parc des Chenes,168.7,3.0,3.0,B,618000.0,3663.0
V00160,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Centre-Ville,92,Ile-de-France,T4,Residence Beausejour,76.3,1.0,0.0,E,635000.0,8322.0
V05851,Surface Carrez,janv-2028,Paris,Belleville,75,Ile-de-France,T5,Les Jardins Horizon,142.5,3.0,1.0,C,1126000.0,7902.0
V07698,Surface Carrez,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,Le Hameau du Parc,66.3,1.0,1.0,D,436000.0,6576.0
V00385,Surface Carrez,Libre immediatement,Paris,Bercy,75,Ile-de-France,T3,Le Hameau des Chenes,47.3,2.0,2.0,A,424000.0,8964.0
V10466,Surface Carrez,Libre immediatement,Paris,La Muette,75,Ile-de-France,T3,,66.6,2.0,0.0,D,743000.0,11156.0
V01183,Surface Carrez,Libre immediatement,Montreuil,Croix de Chavaux,93,Ile-de-France,Maison 4 pieces,,103.6,3.0,0.0,D,328000.0,3166.0
V09677,Surface habitable,Libre immediatement,Creteil,Centre Ancien,94,Ile-de-France,T5,,105.2,3.0,1.0,F,409000.0,3888.0
V14562,Surface Carrez,Libre immediatement,Melun,Montaigu,77,Ile-de-France,T1,Esprit Latitude,30,1.0,1.0,B,81000.0,2700.0
V06965,Surface Carrez,Libre immediatement,Paris,Saint-Germain-des-Pres,75,Ile-de-France,T2,Cour des Acacias,47.1,1.0,2.0,C,532000.0,11295.0
V07278,Surface habitable,Libre immediatement,Paris,Bercy,75,Ile-de-France,T2,,36.2,1.0,0.0,A,304000.0,8398.0
V10351,Surface Carrez,mars-2029,Paris,Vaugirard,75,Ile-de-France,T5,Villa Horizon,124.9,3.0,0.0,B,1346000.0,10777.0
V08552,Surface Carrez,Libre immediatement,Mantes-la-Jolie,Gassicourt,78,Ile-de-France,T4,Les Terrasses Bellevue,79.4,1.0,2.0,E,213000.0,2683.0
V02080,Surface Carrez,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T6,Cour Latitude,120.4,3.0,0.0,E,1742000.0,14468.0
V09421,Surface Carrez,dec-2026,Cergy,Axe Majeur,95,Ile-de-France,T3,Le Hameau Opale,60.2,2.0,0.0,B,171000.0,2841.0
V00135,Surface utile,Libre immediatement,Versailles,Porchefontaine,78,Ile-de-France,T2,,39.7,1.0,0.0,D,207000.0,5214.0
V11441,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T3,,57.4,1.0,0.0,G,298000.0,5192.0
V11005,Surface utile,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T3,,58.1,2.0,1.0,C,419000.0,7212.0
V14662,Surface Carrez,Libre immediatement,Saint-Denis,Grand Centre,93,Ile-de-France,Maison 5 pieces,,94.2,3.0,0.0,D,314000.0,3333.0
V07787,Surface utile,dec-2026,Versailles,Montreuil,78,Ile-de-France,T3,Les Jardins des Chenes,75.1,2.0,2.0,A,542000.0,7217.0
V03921,Surface Carrez,Libre immediatement,Melun,Almont,77,Ile-de-France,T3,Residence Symphonie,56,2.0,1.0,B,170000.0,3036.0
V12264,Surface Carrez,nov-2027,Paris,Vaugirard,75,Ile-de-France,T3,Villa Voltaire,57.8,2.0,2.0,A,613000.0,10606.0
V11554,Surface Carrez,Libre immediatement,Neuilly-sur-Seine,Bagatelle,92,Ile-de-France,T3,Les Jardins Montaigne,53.6,1.0,0.0,C,588000.0,10970.0
V00382,Surface Carrez,Libre immediatement,Versailles,Porchefontaine,78,Ile-de-France,T2,,42.8,1.0,0.0,D,224000.0,5234.0
V03903,Surface habitable,Libre immediatement,Levallois-Perret,Centre,92,Ile-de-France,T3,,59.2,1.0,0.0,B,477000.0,8057.0
V12169,Surface Carrez,Libre immediatement,Montreuil,Bel-Air,93,Ile-de-France,T3,,68.8,2.0,2.0,B,273000.0,3968.0
V08951,Surface Carrez,juin-2027,Meaux,Hopital,77,Ile-de-France,T4,Les Terrasses Concorde,88.6,3.0,0.0,A,247000.0,2788.0
V08538,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,,60.3,1.0,2.0,D,431000.0,7148.0
V14829,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Parchamp,92,Ile-de-France,T3,Le Parc Montaigne,67.2,2.0,1.0,C,414000.0,6161.0
V04438,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T2,,27.3,1.0,,C,348000.0,12747.0
V04559,Surface Carrez,Libre immediatement,Creteil,Centre Ancien,94,Ile-de-France,T3,Le Clos Beausejour,61.1,1.0,0.0,D,233000.0,3813.0
V06029,Surface au sol,Libre immediatement,Antony,Centre-Ville,92,Ile-de-France,Maison 6 pieces,,177.7,4.0,2.0,B,813000.0,4575.0
V02436,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Le Canal,91,Ile-de-France,T6,Villa Cristal,100.1,3.0,3.0,E,260000.0,2597.0
V11978,Surface Carrez,juin-2028,Massy,Vilmorin,91,Ile-de-France,T5,Villa Opale,104.1,3.0,1.0,B,417000.0,4006.0
V09040,Surface habitable,Libre immediatement,Bobigny,Abreuvoir,93,Ile-de-France,T4,Villa Saint-Martin,74.2,1.0,0.0,D,216000.0,2911.0
V01691,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,,74.1,2.0,1.0,D,700000.0,9447.0
V04489,Surface Carrez,Libre immediatement,Montreuil,Mairie,93,Ile-de-France,T1,Les Jardins des Lilas,31,1.0,1.0,E,146000.0,4710.0
V09384,Surface Carrez,Libre immediatement,Boulogne-Billancourt,Billancourt,92,Ile-de-France,T5,,97.9,2.0,0.0,B,859000.0,8774.0
V08882,Surface Carrez,Libre immediatement,Paris,Belleville,75,Ile-de-France,T1,Villa Montaigne,20.9,1.0,1.0,B,198000.0,9474.0
V03447,Surface Carrez,janv-2026,Saint-Germain-en-Laye,Bel-Air,78,Ile-de-France,T3,Villa d'Argent,55.5,2.0,0.0,B,405000.0,7297.0
V06327,Surface Carrez,Libre immediatement,Paris,Vaugirard,75,Ile-de-France,T2,Villa Symphonie,35.6,1.0,1.0,D,283000.0,7949.0
V06441,Surface Carrez,Libre immediatement,Bobigny,Centre-ville,93,Ile-de-France,T3,Les Terrasses du Lac,66.4,2.0,0.0,D,268000.0,4036.0
V02226,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T4,,98.9,3.0,2.0,E,818000.0,8271.0
V05496,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Petit-Ivry,94,Ile-de-France,Maison 5 pieces,Residence Horizon,116.9,2.0,0.0,B,445000.0,3807.0
V13210,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T2,Le Parc Bellevue,56.6,1.0,2.0,F,404000.0,7138.0
V06007,Surface habitable,Libre immediatement,Melun,Saint-Aspais,77,Ile-de-France,T5,Le Clos Montaigne,87.1,3.0,,B,255000.0,2928.0
V01789,Surface au sol,Libre immediatement,Neuilly-sur-Seine,Village,92,Ile-de-France,Maison 4 pieces,Les Terrasses Montaigne,116.8,3.0,0.0,D,844000.0,7226.0
V14110,Surface utile,Libre immediatement,Cergy,Cergy-Prefecture,95,Ile-de-France,T3,,60,2.0,0.0,C,162000.0,2700.0
V08215,Surface Carrez,Libre immediatement,Noisy-le-Grand,Centre-ville,93,Ile-de-France,T3,Les Allees des Lilas,60.2,2.0,1.0,C,284000.0,4718.0
V04974,Surface utile,Libre immediatement,Paris,Champ-de-Mars,75,Ile-de-France,T3,,74.7,1.0,0.0,B,1066000.0,14270.0
V05558,Surface Carrez,Libre immediatement,Paris,Le Marais,75,Ile-de-France,T3,Carre Opale,67.1,2.0,0.0,C,721000.0,10745.0
V04801,Surface utile,Libre immediatement,Versailles,Porchefontaine,78,Ile-de-France,T4,Esprit du Parc,128.3,2.0,1.0,E,673000.0,5246.0
V03261,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T4,Cour du Lac,108.3,2.0,1.0,C,976000.0,9012.0
V12091,Surface habitable,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T4,,79.8,2.0,1.0,D,679000.0,8509.0
V01177,Surface habitable,nov-2027,Montreuil,Bel-Air,93,Ile-de-France,T3,Esprit d'Argent,58.5,2.0,0.0,B,325000.0,5556.0
V02742,Surface Carrez,juin-2026,Trappes,Village,78,Ile-de-France,T3,Les Terrasses d'Argent,54.9,2.0,0.0,B,186000.0,3388.0
V04828,Surface utile,Libre immediatement,Versailles,Chantiers,78,Ile-de-France,T2,Le Clos Riviera,38,1.0,0.0,E,200000.0,5263.0
V03986,Surface Carrez,Libre immediatement,Saint-Denis,Basilique,93,Ile-de-France,T4,,98.4,3.0,0.0,B,338000.0,3435.0
V01004,Surface Carrez,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T5,,97.7,1.0,0.0,D,382000.0,3910.0
V13283,Surface Carrez,Libre immediatement,Paris,Gobelins,75,Ile-de-France,T3,Les Terrasses du Parc,63.9,1.0,0.0,E,589000.0,9218.0
V03656,Surface utile,Libre immediatement,Creteil,Mont-Mesly,94,Ile-de-France,T4,Les Allees Saint-Martin,72,3.0,0.0,C,244000.0,3389.0
V07280,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,Carre Verte,43.8,1.0,0.0,D,408000.0,9315.0
V09864,Surface habitable,mai-2027,Paris,Montmartre,75,Ile-de-France,T1,Le Domaine des Chenes,20.7,1.0,1.0,B,220000.0,10628.0
V05975,Surface Carrez,Libre immediatement,Nanterre,Universite,92,Ile-de-France,T4,Le Domaine Voltaire,95.3,2.0,0.0,E,433000.0,4544.0
V01855,Surface Carrez,oct-2026,Nanterre,Universite,92,Ile-de-France,Maison 5 pieces,Le Clos Bellevue,115.2,4.0,0.0,A,551000.0,4783.0
V14274,Surface utile,Libre immediatement,Saint-Germain-en-Laye,Alsace,78,Ile-de-France,T4,Le Parc du Parc,110.7,3.0,1.0,G,583000.0,5266.0
V11864,Surface Carrez,oct-2028,Paris,Buttes-Chaumont,75,Ile-de-France,T5,Le Domaine d'Argent,132,2.0,0.0,B,1285000.0,9735.0
V11433,Surface Carrez,Libre immediatement,Antony,Les Baconnets,92,Ile-de-France,T4,,80,2.0,1.0,D,348000.0,4350.0
V02071,Surface Carrez,nov-2028,Meaux,Beauval,77,Ile-de-France,T3,Cour Saint-Martin,93.4,1.0,0.0,C,180000.0,1927.0
V02096,Surface Carrez,Libre immediatement,Paris,Montmartre,75,Ile-de-France,T2,,40.2,1.0,2.0,F,300000.0,7463.0
V03448,Surface Carrez,Libre immediatement,Meaux,Hopital,77,Ile-de-France,T2,,59.2,1.0,1.0,C,162000.0,2736.0
V09021,Surface Carrez,Libre immediatement,Noisy-le-Grand,Butte Verte,93,Ile-de-France,T4,Le Clos des Lilas,95.7,2.0,0.0,B,340000.0,3553.0
V01204,Surface utile,Libre immediatement,Argenteuil,Val d'Argent,95,Ile-de-France,T3,Villa Latitude,63.4,1.0,2.0,B,162000.0,2555.0
V06770,Surface Carrez,Libre immediatement,Ivry-sur-Seine,Monmousseau,94,Ile-de-France,T1,,21.7,1.0,0.0,B,90000.0,4147.0
V13398,Surface Carrez,Libre immediatement,Vincennes,Bois de Vincennes,94,Ile-de-France,T2,,35.7,1.0,0.0,D,272000.0,7619.0
V09910,Surface Carrez,Libre immediatement,Paris,Batignolles,75,Ile-de-France,T3,Esprit Belvedere,49.3,2.0,,E,425000.0,8621.0
V13580,Surface Carrez,Libre immediatement,Antony,Croix de Berny,92,Ile-de-France,T3,Le Domaine Concorde,73.9,2.0,0.0,D,381000.0,5156.0
V02581,Surface utile,Libre immediatement,Versailles,Montreuil,78,Ile-de-France,Maison 4 pieces,,78.6,1.0,0.0,A,419000.0,5331.0
V12161,Surface utile,Libre immediatement,Paris,Porte de Clignancourt,75,Ile-de-France,T3,,70.9,2.0,1.0,E,444000.0,6262.0
V05508,Surface Carrez,Libre immediatement,Evry-Courcouronnes,Les Pyramides,91,Ile-de-France,T3,Le Clos Symphonie,55.1,1.0,0.0,F,99000.0,1797.0
V14119,Surface habitable,Libre immediatement,Bobigny,Pont de Bondy,93,Ile-de-France,T6,Le Parc Verte,124.6,2.0,1.0,C,483000.0,3876.0
V00698,Surface Carrez,Libre immediatement,Massy,Atlantis,91,Ile-de-France,T3,,79.4,2.0,2.0,D,268000.0,3375.0
